시군명,가축전염병명,농장소재지,축종명,감염두수,진단일자,병성감정기관명
고양시,결핵병,경기도 고양시 덕양구 대자동,사슴,1,2011-08-12,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 일산동구 지영동,소-젖소,1,2011-12-16,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 일산동구 지영동,소-한우,3,2012-06-25,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-젖소,15,2013-02-28,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 일산서구 구산동,소-한우,1,2013-05-15,인천 보건환경연구원
고양시,결핵병,경기도 고양시 일산서구 구산동,소-한우,1,2013-05-31,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 일산서구 구산동,소-한우,2,2013-08-01,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 관산동,소-젖소,1,2014-03-24,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 관산동,소-젖소,1,2014-05-29,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-한우,1,2014-06-26,경기도축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-한우,1,2014-07-04,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-한우,2,2014-09-18,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-한우,1,2016-03-09,경기도북부축산위생연구소
고양시,고병원성조류인플루엔자,경기도 고양시 덕양구 관산동,닭-토종닭,,2017-03-07,조류질병과
고양시,낭충봉아부패병,경기도 고양시 덕양구 벽제동,벌-재래종,8,2018-04-23,세균질병과
고양시,결핵병,경기도 고양시 일산서구 구산동,소-젖소,1,2018-05-19,경기 북부 동물위생시험소
고양시,낭충봉아부패병,경기도 고양시 덕양구 성사동,벌-개량종,20,2018-06-01,경기 북부 동물위생시험소
고양시,결핵병,경기도 고양시 덕양구 대자동,사슴-엘크,3,2018-07-27,경기 북부 동물위생시험소
고양시,낭충봉아부패병,경기도 고양시 덕양구 벽제동,벌-재래종,1,2018-08-14,경기 북부 동물위생시험소
고양시,낭충봉아부패병,경기도 고양시 덕양구 벽제동,벌-재래종,10,2018-09-14,세균질병과
고양시,낭충봉아부패병,경기도 고양시 덕양구 벽제동,벌-재래종,2,2018-10-10,경기 북부 동물위생시험소
고양시,낭충봉아부패병,경기도 고양시 일산서구 법곳동,벌-재래종,1,2019-04-19,경기 북부 동물위생시험소
고양시,낭충봉아부패병,경기도 고양시 덕양구 벽제동,벌-재래종,3,2019-06-07,경기 북부 동물위생시험소
고양시,결핵병,경기도 고양시 일산서구 구산동,소-젖소,1,2019-10-18,경기 북부 동물위생시험소
고양시,결핵병,경기도 고양시 일산동구 설문동,소-젖소,1,2021-05-04,경기 북부 동물위생시험소
고양시,결핵병,경기도 고양시 일산동구 설문동,소-한우,10,2021-05-13,경기 북부 동물위생시험소
광명시,돼지생식기호흡기증후군,경기도 광명시 소하1동,돼지-육성돈,10,2000-03-25,병리진단과
광명시,가금티프스,경기도 광명시 광명동,닭,800,2000-10-16,조류질병과
광명시,돼지생식기호흡기증후군,경기도 광명시 소하동,돼지-육성돈,3,2001-01-14,병리진단과
광명시,돼지생식기호흡기증후군,경기도 광명시 소하동,돼지-육성돈,1,2002-04-13,병리진단과
광명시,브루셀라병,경기도 광명시 가학동,소-한우,1,2005-04-13,경기도축산위생연구소
광명시,브루셀라병,경기도 광명시 가학동,소-한우,11,2005-05-21,경기도축산위생연구소
광명시,브루셀라병,경기도 광명시 가학동,소-한우,6,2005-06-23,경기도축산위생연구소
광명시,브루셀라병,경기도 광명시 가학동,소-한우,1,2005-07-28,경기도축산위생연구소
광명시,브루셀라병,경기도 광명시 가학동,소-한우,7,2005-12-11,경기도축산위생연구소
광명시,브루셀라병,경기도 광명시 가학동,소-한우,13,2005-12-11,경기도축산위생연구소
광명시,브루셀라병,경기도 광명시 가학동,소-젖소,5,2006-09-18,경기도축산위생연구소
광명시,브루셀라병,경기도 광명시 가학동,소-젖소,4,2006-11-21,경기도축산위생연구소
광명시,브루셀라병,경기도 광명시 가학동,소-젖소,4,2007-01-18,경기도축산위생연구소
광명시,결핵병,경기도 광명시 일직동,소-젖소,1,2007-03-15,경기도축산위생연구소
광명시,돼지생식기호흡기증후군,경기도 광명시 일직동,돼지-자돈,1,2009-11-27,경기도축산위생연구소
광명시,돼지생식기호흡기증후군,경기도 광명시 일직동,돼지-기타,2,2010-01-15,질병진단센터
광명시,구제역,경기도 광명시 가학동,소-한우,1,2011-01-01,해외전염병과
광명시,결핵병,경기도 광명시 가학동,소-한우,1,2014-09-01,충북 축산위생연구소
광주시,브루셀라병,경기도 광주시 도척면 상림리,소-육우,1,2000-07-01,경기 동부지소
광주시,결핵병,경기도 광주시 초월읍 학동리,소-젖소,3,2000-11-16,경기 동부지소
광주시,가금티프스,경기도 광주시 오포읍 능평리,닭-육계,12000,2001-04-23,조류질병과
광주시,브루셀라병,경기도 광주시 실촌읍 오향리,소-젖소,1,2001-04-27,경기 동부지소
광주시,결핵병,경기도 광주시 도척면,소-젖소,1,2001-08-31,경기 동부지소
광주시,돼지오제스키병,경기도 광주시 도척면 상림리,돼지,155,2001-11-21,동북부지소
광주시,가금티프스,경기도 광주시 실촌읍 삼리,닭-기타,1000,2002-07-03,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 수양리,소-한우,18,2005-02-23,경기 동부지소
광주시,브루셀라병,경기도 광주시 도척면 상림리,소-한우,4,2005-03-28,경기 동부지소
광주시,브루셀라병,경기도 광주시 초월읍 쌍동리,소-한우,12,2005-06-15,경기 동부지소
광주시,브루셀라병,경기도 광주시 초월읍 쌍동리,소-한우,7,2005-06-18,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 이선리,소-젖소,2,2005-07-01,경기 동부지소
광주시,결핵병,경기도 광주시 초월읍 쌍동리,소-젖소,2,2005-07-06,경기 동부지소
광주시,브루셀라병,경기도 광주시 초월읍 쌍동리,소-한우,1,2005-07-23,경기 동부지소
광주시,브루셀라병,경기도 광주시 초월읍 쌍동리,소-한우,1,2005-07-23,경기 동부지소
광주시,브루셀라병,경기도 광주시 도척면 노곡리,소-한우,6,2005-09-12,경기 동부지소
광주시,브루셀라병,경기도 광주시 초월읍 쌍동리,소-한우,1,2005-10-21,경기 동부지소
광주시,브루셀라병,경기도 광주시 도척면 노곡리,소-한우,1,2005-10-27,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 연곡리,소-한우,3,2005-10-28,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 연곡리,소-한우,2,2005-12-01,경기 동부지소
광주시,브루셀라병,경기도 광주시 도척면 노곡리,소-한우,2,2005-12-15,경기 동부지소
광주시,결핵병,경기도 광주시 도척면 상림리,소-젖소,1,2005-12-15,경기 동부지소
광주시,브루셀라병,경기도 광주시 도척면 노곡리,소-한우,1,2006-01-04,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 연곡리,소-한우,2,2006-01-11,경기 동부지소
광주시,브루셀라병,경기도 광주시 도척면 노곡리,소-한우,1,2006-02-04,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 연곡리,소-한우,2,2006-02-16,경기 동부지소
광주시,브루셀라병,경기도 광주시 도척면 상림리,소-한우,5,2006-02-17,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 수양리,소-한우,3,2006-05-12,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 이선리,소-젖소,1,2006-06-29,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 연곡리,소-젖소,1,2006-06-30,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 수양리,소-한우,2,2006-08-11,경기 동부지소
광주시,브루셀라병,경기도 광주시 도척면 노곡리,소-한우,15,2006-08-14,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 이선리,소-한우,2,2006-08-21,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 연곡리,소-젖소,2,2006-10-16,경기 동부지소
광주시,브루셀라병,경기도 광주시 초월읍 학동리,소-한우,1,2006-11-06,경기 동부지소
광주시,브루셀라병,경기도 광주시 도척면 상림리,소-한우,1,2007-07-26,경기 동부지소
광주시,브루셀라병,경기도 광주시 실촌읍 수양리,소-젖소,6,2007-10-16,경기 동부지소
광주시,결핵병,경기도 광주시 초월읍,사슴-엘크,13,2009-07-23,경기도축산위생연구소
광주시,결핵병,경기도 광주시 초월읍,사슴-엘크,11,2009-09-24,경기도축산위생연구소
광주시,결핵병,경기도 광주시 도척면 방도리,사슴-엘크,25,2012-07-12,경기 동부지소
광주시,결핵병,경기도 광주시 도척면 궁평리,소-한우,1,2013-06-21,경기 남부지소
광주시,결핵병,경기도 광주시 도척면 궁평리,소-한우,3,2013-07-05,경기 동부지소
광주시,결핵병,경기도 광주시 도척면 궁평리,소-한우,2,2013-09-06,경기 동부지소
광주시,결핵병,경기도 광주시 도척면 궁평리,소-한우,4,2013-11-06,경기 동부지소
광주시,결핵병,경기도 광주시 곤지암읍 연곡리,소-한우,1,2014-01-17,충북 축산위생연구소
광주시,결핵병,경기도 광주시 곤지암읍 연곡리,소-한우,2,2014-01-24,경기 동부지소
광주시,결핵병,경기도 광주시 곤지암읍 연곡리,소-한우,1,2014-02-17,충북 축산위생연구소
광주시,결핵병,경기도 광주시 곤지암읍 연곡리,소-한우,1,2014-02-24,경기 동부지소
광주시,결핵병,경기도 광주시 도척면 궁평리,소-젖소,1,2014-03-14,충북 축산위생연구소
광주시,결핵병,경기도 광주시 퇴촌면 영동리,소-한우,1,2014-12-15,경기도축산위생연구소
광주시,결핵병,경기도 광주시 퇴촌면 영동리,소-한우,3,2014-12-19,경기 동부지소
광주시,결핵병,경기도 광주시 퇴촌면 영동리,소-한우,1,2015-08-24,경기 남부지소
광주시,결핵병,경기도 광주시 퇴촌면 영동리,사슴-엘크,3,2015-09-04,경기 동부지소
광주시,결핵병,경기도 광주시 퇴촌면 영동리,소-한우,15,2015-11-13,경기 동부지소
광주시,결핵병,경기도 광주시 퇴촌면 영동리,소-한우,2,2015-12-14,경기 남부지소
광주시,결핵병,경기도 광주시 퇴촌면 영동리,소-한우,4,2016-01-15,경기 동부지소
광주시,결핵병,경기도 광주시 퇴촌면 영동리,소-한우,1,2016-02-19,경기도축산위생연구소
광주시,고병원성조류인플루엔자,경기도 광주시 남한산성면 불당리,오리-기타,,2016-04-05,조류질병과
광주시,고병원성조류인플루엔자,경기도 광주시 초월읍 신월리,닭-산란계,,2016-12-22,조류질병과
광주시,결핵병,경기도 광주시 곤지암읍 신촌리,소-한우,1,2017-05-30,경기 남부지소
광주시,결핵병,경기도 광주시 곤지암읍 연곡리,소-한우,1,2018-09-08,경기 동부지소
구리시,결핵병,경기도 구리시 토평동,소-젖소,1,2005-03-17,동북부지소
군포시,가금티프스,경기도 군포시 부곡동,닭-육계,14,2005-09-02,조류질병과
군포시,가금티프스,경기도 군포시 부곡동,닭-육계,14,2005-09-02,조류질병과
군포시,낭충봉아부패병,경기도 군포시 대야미동,벌-개량종,2,2018-06-08,경기도 동물위생시험소
김포시,가금티프스,경기도 김포시 대곶면 약암리,닭-산란계,12050,2000-01-20,조류질병과
김포시,뉴캣슬병,경기도 김포시 통진읍 가현리,닭,1800,2000-04-11,경기 서부지소
김포시,가금티프스,경기도 김포시 대곶면 약암리,닭-산란계,12500,2000-04-26,조류질병과
김포시,가금티프스,경기도 김포시 대곶면 약암리,닭-산란계,12500,2000-05-15,조류질병과
김포시,결핵병,경기도 김포시 양촌면 유현리,소,2,2001-02-15,경기 서부지소
김포시,결핵병,경기도 김포시 양촌면 유현리,소,1,2001-04-06,경기 서부지소
김포시,돼지생식기호흡기증후군,경기도 김포시 하성면 가금리,돼지-육성돈,150,2001-04-11,병리진단과
김포시,결핵병,경기도 김포시 통진읍 가현리,소,1,2001-06-07,경기 서부지소
김포시,결핵병,경기도 김포시 통진읍 귀전리,소,2,2001-06-22,경기 서부지소
김포시,가금티프스,경기도 김포시 통진읍 가현리,닭,20000,2001-06-23,경기 서부지소
김포시,결핵병,경기도 김포시 월곶면,소,1,2001-07-14,경기 서부지소
김포시,결핵병,경기도 김포시 통진읍 귀전리,소,1,2001-08-06,경기 서부지소
