"행정구역","2022년08월_계_총인구수","2022년08월_계_연령구간인구수","2022년08월_계_0~9세","2022년08월_계_10~19세","2022년08월_계_20~29세","2022년08월_계_30~39세","2022년08월_계_40~49세","2022년08월_계_50~59세","2022년08월_계_60~69세","2022년08월_계_70~79세","2022년08월_계_80~89세","2022년08월_계_90~99세","2022년08월_계_100세 이상","2022년08월_남_총인구수","2022년08월_남_연령구간인구수","2022년08월_남_0~9세","2022년08월_남_10~19세","2022년08월_남_20~29세","2022년08월_남_30~39세","2022년08월_남_40~49세","2022년08월_남_50~59세","2022년08월_남_60~69세","2022년08월_남_70~79세","2022년08월_남_80~89세","2022년08월_남_90~99세","2022년08월_남_100세 이상","2022년08월_여_총인구수","2022년08월_여_연령구간인구수","2022년08월_여_0~9세","2022년08월_여_10~19세","2022년08월_여_20~29세","2022년08월_여_30~39세","2022년08월_여_40~49세","2022년08월_여_50~59세","2022년08월_여_60~69세","2022년08월_여_70~79세","2022년08월_여_80~89세","2022년08월_여_90~99세","2022년08월_여_100세 이상"
"서울특별시 광진구 중곡제1동(1121574000)","15,282","15,282","637","693","2,734","2,935","2,001","2,436","2,209","1,109","472","53","3","7,368","7,368","322","361","1,182","1,454","1,057","1,233","1,027","515","205","11","1","7,914","7,914","315","332","1,552","1,481","944","1,203","1,182","594","267","42","2"
"서울특별시 광진구 중곡제2동(1121575000)","21,105","21,105","957","1,313","3,582","3,743","2,941","3,414","2,985","1,502","590","77","1","9,942","9,942","481","661","1,598","1,803","1,453","1,590","1,400","683","260","12","1","11,163","11,163","476","652","1,984","1,940","1,488","1,824","1,585","819","330","65","0"
"서울특별시 광진구 중곡제3동(1121576000)","16,045","16,045","655","870","2,494","2,725","2,184","2,774","2,426","1,314","544","57","2","7,939","7,939","358","443","1,196","1,441","1,123","1,378","1,193","583","210","13","1","8,106","8,106","297","427","1,298","1,284","1,061","1,396","1,233","731","334","44","1"
"서울특별시 광진구 중곡제4동(1121577000)","28,190","28,190","1,184","1,774","4,181","4,036","3,852","5,189","4,582","2,370","918","98","6","13,794","13,794","616","946","2,107","2,073","1,946","2,454","2,162","1,099","367","21","3","14,396","14,396","568","828","2,074","1,963","1,906","2,735","2,420","1,271","551","77","3"
"서울특별시 광진구 능동(1121578000)","11,285","11,285","480","504","2,333","2,499","1,609","1,455","1,305","722","332","43","3","5,197","5,197","248","251","1,019","1,122","812","679","591","325","135","15","0","6,088","6,088","232","253","1,314","1,377","797","776","714","397","197","28","3"
"서울특별시 광진구 광장동(1121581000)","34,370","34,370","2,763","5,403","3,921","3,452","7,132","5,900","3,284","1,484","870","152","9","16,628","16,628","1,441","2,753","1,951","1,522","3,214","2,999","1,640","702","355","49","2","17,742","17,742","1,322","2,650","1,970","1,930","3,918","2,901","1,644","782","515","103","7"
"서울특별시 광진구 자양제1동(1121582000)","22,089","22,089","827","1,436","4,066","3,718","3,257","3,468","2,968","1,547","714","87","1","10,739","10,739","423","764","1,945","1,929","1,622","1,704","1,387","656","284","25","0","11,350","11,350","404","672","2,121","1,789","1,635","1,764","1,581","891","430","62","1"
"서울특별시 광진구 자양제2동(1121583000)","24,129","24,129","1,395","1,742","3,409","3,682","3,743","3,983","3,687","1,739","650","95","4","11,706","11,706","697","916","1,676","1,855","1,847","1,857","1,762","801","267","26","2","12,423","12,423","698","826","1,733","1,827","1,896","2,126","1,925","938","383","69","2"
"서울특별시 광진구 자양제3동(1121584000)","27,755","27,755","2,115","2,486","3,646","3,916","4,375","4,699","3,742","1,679","933","160","4","13,267","13,267","1,096","1,196","1,837","1,809","2,080","2,232","1,823","765","372","55","2","14,488","14,488","1,019","1,290","1,809","2,107","2,295","2,467","1,919","914","561","105","2"
"서울특별시 광진구 자양제4동(1121584700)","17,999","17,999","653","799","2,962","2,889","2,346","2,928","3,045","1,615","686","74","2","8,979","8,979","336","396","1,440","1,549","1,217","1,532","1,481","735","273","19","1","9,020","9,020","317","403","1,522","1,340","1,129","1,396","1,564","880","413","55","1"
"서울특별시 광진구 구의제1동(1121585000)","23,402","23,402","946","1,211","4,935","4,604","3,329","3,471","2,750","1,435","634","82","5","11,148","11,148","469","594","2,214","2,304","1,661","1,683","1,305","649","244","25","0","12,254","12,254","477","617","2,721","2,300","1,668","1,788","1,445","786","390","57","5"
"서울특별시 광진구 구의제2동(1121586000)","26,194","26,194","1,555","2,212","3,531","3,666","4,190","4,538","3,627","1,938","836","96","5","12,594","12,594","799","1,136","1,734","1,837","2,027","2,176","1,660","883","323","19","0","13,600","13,600","756","1,076","1,797","1,829","2,163","2,362","1,967","1,055","513","77","5"
"서울특별시 광진구 구의제3동(1121587000)","28,408","28,408","1,700","2,400","4,403","4,443","4,303","4,735","3,709","1,781","810","120","4","13,421","13,421","861","1,182","2,030","2,155","1,969","2,268","1,774","823","319","38","2","14,987","14,987","839","1,218","2,373","2,288","2,334","2,467","1,935","958","491","82","2"
"서울특별시 동대문구 (1123000000)","337,233","337,233","18,859","22,883","56,618","48,582","48,473","51,953","47,578","27,766","12,925","1,527","69","166,170","166,170","9,627","11,523","27,486","24,995","24,996","26,338","23,126","12,498","5,147","417","17","171,063","171,063","9,232","11,360","29,132","23,587","23,477","25,615","24,452","15,268","7,778","1,110","52"
"서울특별시 동대문구 용신동(1123053600)","32,778","32,778","1,402","1,441","6,434","5,982","4,448","4,678","4,472","2,516","1,254","145","6","16,367","16,367","708","739","2,882","3,075","2,395","2,510","2,330","1,162","524","41","1","16,411","16,411","694","702","3,552","2,907","2,053","2,168","2,142","1,354","730","104","5"
"서울특별시 동대문구 제기동(1123054500)","24,410","24,410","904","1,335","4,589","3,144","2,860","3,713","3,866","2,549","1,292","150","8","12,489","12,489","463","689","2,437","1,732","1,578","1,972","1,894","1,162","518","43","1","11,921","11,921","441","646","2,152","1,412","1,282","1,741","1,972","1,387","774","107","7"
"서울특별시 동대문구 전농제1동(1123056000)","28,865","28,865","1,632","1,824","4,486","3,955","4,045","4,803","4,319","2,465","1,195","132","9","14,424","14,424","823","905","2,280","2,017","2,160","2,462","2,187","1,088","471","30","1","14,441","14,441","809","919","2,206","1,938","1,885","2,341","2,132","1,377","724","102","8"
"서울특별시 동대문구 전농제2동(1123057000)","18,287","18,287","1,128","1,614","2,086","2,131","2,819","3,182","2,829","1,568","841","87","2","8,761","8,761","576","785","1,068","1,078","1,353","1,548","1,281","684","354","33","1","9,526","9,526","552","829","1,018","1,053","1,466","1,634","1,548","884","487","54","1"
"서울특별시 동대문구 답십리제1동(1123060000)","28,747","28,747","2,561","1,956","4,016","5,009","4,796","4,183","3,468","1,788","852","109","9","13,829","13,829","1,294","977","1,805","2,360","2,466","2,052","1,720","811","314","29","1","14,918","14,918","1,267","979","2,211","2,649","2,330","2,131","1,748","977","538","80","8"
"서울특별시 동대문구 답십리제2동(1123061000)","27,971","27,971","1,718","1,811","3,352","4,259","3,948","4,762","4,365","2,451","1,168","135","2","13,545","13,545","851","891","1,690","2,161","1,990","2,324","2,065","1,085","457","30","1","14,426","14,426","867","920","1,662","2,098","1,958","2,438","2,300","1,366","711","105","1"
"서울특별시 동대문구 장안제1동(1123065000)","38,130","38,130","2,292","2,574","5,152","6,166","6,216","5,920","5,553","3,019","1,104","125","9","18,862","18,862","1,200","1,308","2,399","3,166","3,206","2,984","2,665","1,445","455","33","1","19,268","19,268","1,092","1,266","2,753","3,000","3,010","2,936","2,888","1,574","649","92","8"
"서울특별시 동대문구 장안제2동(1123066000)","32,527","32,527","2,638","2,817","3,755","4,831","5,736","4,959","4,440","2,374","858","108","11","16,147","16,147","1,357","1,525","1,891","2,402","2,915","2,477","2,112","1,116","323","25","4","16,380","16,380","1,281","1,292","1,864","2,429","2,821","2,482","2,328","1,258","535","83","7"
"서울특별시 동대문구 청량리동(1123070500)","18,674","18,674","668","1,010","2,122","2,040","2,267","3,173","3,811","2,328","1,104","150","1","9,317","9,317","340","534","1,119","1,127","1,193","1,635","1,886","1,014","425","44","0","9,357","9,357","328","476","1,003","913","1,074","1,538","1,925","1,314","679","106","1"
"서울특별시 동대문구 회기동(1123071000)","10,675","10,675","368","699","3,541","1,478","1,263","1,214","998","654","402","56","2","5,124","5,124","182","331","1,647","812","635","617","461","274","151","12","2","5,551","5,551","186","368","1,894","666","628","597","537","380","251","44","0"
"서울특별시 동대문구 휘경제1동(1123072000)","14,082","14,082","775","794","3,711","2,217","1,678","1,917","1,519","967","444","57","3","6,667","6,667","386","373","1,575","1,141","881","931","752","423","190","15","0","7,415","7,415","389","421","2,136","1,076","797","986","767","544","254","42","3"
"서울특별시 동대문구 휘경제2동(1123073000)","24,026","24,026","1,057","2,060","5,535","2,813","3,293","3,554","2,998","1,813","807","93","3","11,998","11,998","565","994","2,934","1,497","1,633","1,806","1,407","816","312","33","1","12,028","12,028","492","1,066","2,601","1,316","1,660","1,748","1,591","997","495","60","2"
"서울특별시 동대문구 이문제1동(1123074000)","18,257","18,257","616","1,283","5,071","2,160","2,173","2,543","2,126","1,402","791","90","2","9,090","9,090","318","631","2,464","1,237","1,118","1,326","1,042","601","326","26","1","9,167","9,167","298","652","2,607","923","1,055","1,217","1,084","801","465","64","1"
"서울특별시 동대문구 이문제2동(1123075000)","19,804","19,804","1,100","1,665","2,768","2,397","2,931","3,352","2,814","1,872","813","90","2","9,550","9,550","564","841","1,295","1,190","1,473","1,694","1,324","817","327","23","2","10,254","10,254","536","824","1,473","1,207","1,458","1,658","1,490","1,055","486","67","0"
"서울특별시 중랑구 (1126000000)","387,840","387,840","20,760","25,051","53,477","57,681","55,373","66,623","61,456","32,043","13,634","1,672","70","190,931","190,931","10,643","12,745","26,021","29,569","28,744","32,953","29,770","14,635","5,424","407","20","196,909","196,909","10,117","12,306","27,456","28,112","26,629","33,670","31,686","17,408","8,210","1,265","50"
"서울특별시 중랑구 면목제2동(1126052000)","24,100","24,100","1,088","1,427","3,236","3,325","3,399","4,641","3,932","2,045","887","118","2","12,001","12,001","556","711","1,585","1,760","1,821","2,349","1,916","920","354","29","0","12,099","12,099","532","716","1,651","1,565","1,578","2,292","2,016","1,125","533","89","2"
"서울특별시 중랑구 면목제4동(1126054000)","18,708","18,708","953","1,178","2,367","2,556","2,884","3,219","2,973","1,819","684","72","3","9,315","9,315","502","619","1,227","1,330","1,513","1,618","1,424","773","278","29","2","9,393","9,393","451","559","1,140","1,226","1,371","1,601","1,549","1,046","406","43","1"
"서울특별시 중랑구 면목제5동(1126055000)","14,763","14,763","1,375","871","1,674","2,603","2,379","2,394","2,022","997","408","39","1","7,416","7,416","682","449","861","1,308","1,264","1,228","991","463","161","9","0","7,347","7,347","693","422","813","1,295","1,115","1,166","1,031","534","247","30","1"
"서울특별시 중랑구 면목본동(1126056500)","33,346","33,346","1,313","1,691","5,105","5,290","4,601","6,097","5,149","2,815","1,159","120","6","16,472","16,472","677","820","2,476","2,794","2,447","3,032","2,498","1,230","469","25","4","16,874","16,874","636","871","2,629","2,496","2,154","3,065","2,651","1,585","690","95","2"
"서울특별시 중랑구 면목제7동(1126057000)","21,504","21,504","1,091","1,133","2,868","3,212","3,018","3,715","3,616","1,999","747","104","1","10,776","10,776","599","585","1,418","1,664","1,600","1,866","1,759","953","306","26","0","10,728","10,728","492","548","1,450","1,548","1,418","1,849","1,857","1,046","441","78","1"
"서울특별시 중랑구 면목제3.8동(1126057500)","24,456","24,456","939","1,338","3,501","3,435","3,279","4,496","4,199","2,234","923","107","5","12,143","12,143","487","683","1,761","1,828","1,730","2,235","1,997","1,028","365","28","1","12,313","12,313","452","655","1,740","1,607","1,549","2,261","2,202","1,206","558","79","4"
"서울특별시 중랑구 상봉제1동(1126058000)","23,713","23,713","1,582","1,829","3,185","3,504","3,415","4,080","3,636","1,623","759","97","3","11,522","11,522","785","980","1,570","1,765","1,705","1,935","1,756","714","296","16","0","12,191","12,191","797","849","1,615","1,739","1,710","2,145","1,880","909","463","81","3"
"서울특별시 중랑구 상봉제2동(1126059000)","20,180","20,180","750","699","4,159","4,536","2,522","2,974","2,618","1,300","546","71","5","9,708","9,708","366","388","1,700","2,280","1,314","1,522","1,286","593","234","24","1","10,472","10,472","384","311","2,459","2,256","1,208","1,452","1,332","707","312","47","4"
"서울특별시 중랑구 중화제1동(1126060000)","19,324","19,324","1,037","1,219","2,598","3,142","2,631","3,125","3,201","1,674","637","60","0","9,511","9,511","526","609","1,296","1,633","1,395","1,469","1,527","785","256","15","0","9,813","9,813","511","610","1,302","1,509","1,236","1,656","1,674","889","381","45","0"
"서울특별시 중랑구 중화제2동(1126061000)","24,720","24,720","973","1,085","3,568","3,659","3,212","4,606","4,332","2,171","1,020","94","0","12,671","12,671","541","572","1,756","1,913","1,746","2,448","2,245","1,000","428","22","0","12,049","12,049","432","513","1,812","1,746","1,466","2,158","2,087","1,171","592","72","0"
"서울특별시 중랑구 묵제1동(1126062000)","34,387","34,387","1,977","2,995","4,921","4,639","5,471","5,566","4,877","2,664","1,142","121","14","16,489","16,489","1,000","1,527","2,281","2,298","2,711","2,663","2,256","1,234","488","25","6","17,898","17,898","977","1,468","2,640","2,341","2,760","2,903","2,621","1,430","654","96","8"
"서울특별시 중랑구 묵제2동(1126063000)","18,495","18,495","872","1,078","2,569","2,739","2,750","3,155","2,990","1,605","669","66","2","9,073","9,073","449","569","1,249","1,402","1,401","1,567","1,394","740","280","21","1","9,422","9,422","423","509","1,320","1,337","1,349","1,588","1,596","865","389","45","1"
"서울특별시 중랑구 망우본동(1126065500)","35,649","35,649","2,466","2,104","4,788","5,760","4,879","5,713","5,683","2,843","1,235","167","11","17,635","17,635","1,265","1,024","2,248","2,942","2,621","2,865","2,852","1,329","444","42","3","18,014","18,014","1,201","1,080","2,540","2,818","2,258","2,848","2,831","1,514","791","125","8"
"서울특별시 중랑구 망우제3동(1126066000)","16,096","16,096","609","975","2,115","1,934","2,122","3,167","2,904","1,548","614","106","2","8,123","8,123","324","444","1,100","1,047","1,103","1,610","1,490","725","256","24","0","7,973","7,973","285","531","1,015","887","1,019","1,557","1,414","823","358","82","2"
"서울특별시 중랑구 신내1동(1126068000)","38,266","38,266","2,623","3,820","4,583","4,596","5,841","6,261","5,956","2,988","1,371","218","9","18,487","18,487","1,329","1,945","2,363","2,243","2,876","2,949","2,836","1,391","515","40","0","19,779","19,779","1,294","1,875","2,220","2,353","2,965","3,312","3,120","1,597","856","178","9"
"서울특별시 중랑구 신내2동(1126069000)","20,133","20,133","1,112","1,609","2,240","2,751","2,970","3,414","3,368","1,718","833","112","6","9,589","9,589","555","820","1,130","1,362","1,497","1,597","1,543","757","294","32","2","10,544","10,544","557","789","1,110","1,389","1,473","1,817","1,825","961","539","80","4"
"서울특별시 성북구 (1129000000)","433,386","433,386","26,610","36,525","66,050","58,217","66,979","70,374","57,269","33,036","16,170","2,089","67","208,575","208,575","13,586","18,542","31,580","29,058","32,814","34,796","26,866","14,411","6,379","531","12","224,811","224,811","13,024","17,983","34,470","29,159","34,165","35,578","30,403","18,625","9,791","1,558","55"
"서울특별시 성북구 성북동(1129052500)","16,442","16,442","694","1,121","2,694","2,512","2,395","2,729","2,136","1,256","749","149","7","7,659","7,659","340","577","1,233","1,218","1,105","1,294","1,018","515","310","47","2","8,783","8,783","354","544","1,461","1,294","1,290","1,435","1,118","741","439","102","5"
"서울특별시 성북구 삼선동(1129055500)","22,710","22,710","928","1,760","4,202","3,170","3,297","3,759","2,808","1,703","962","110","11","10,783","10,783","472","895","1,875","1,567","1,620","1,885","1,357","716","361","32","3","11,927","11,927","456","865","2,327","1,603","1,677","1,874","1,451","987","601","78","8"
"서울특별시 성북구 동선동(1129057500)","15,510","15,510","455","966","4,634","2,535","1,873","1,937","1,492","1,020","524","71","3","6,462","6,462","211","390","1,483","1,193","893","968","664","444","197","19","0","9,048","9,048","244","576","3,151","1,342","980","969","828","576","327","52","3"
"서울특별시 성북구 돈암제1동(1129058000)","14,450","14,450","724","1,169","1,887","1,889","1,933","2,652","2,229","1,262","632","70","3","6,751","6,751","361","580","866","919","901","1,290","1,016","571","230","17","0","7,699","7,699","363","589","1,021","970","1,032","1,362","1,213","691","402","53","3"
"서울특별시 성북구 돈암제2동(1129059000)","23,639","23,639","1,785","2,685","2,809","2,825","4,136","4,200","2,833","1,458","771","134","3","11,178","11,178","897","1,317","1,388","1,341","1,914","2,024","1,330","629","302","36","0","12,461","12,461","888","1,368","1,421","1,484","2,222","2,176","1,503","829","469","98","3"
"서울특별시 성북구 안암동(1129060000)","15,163","15,163","395","844","5,486","2,020","1,538","1,935","1,470","921","490","61","3","7,651","7,651","201","454","2,857","1,112","783","969","699","392","168","15","1","7,512","7,512","194","390","2,629","908","755","966","771","529","322","46","2"
"서울특별시 성북구 보문동(1129061000)","16,458","16,458","1,066","1,025","2,723","2,736","2,449","2,687","2,069","1,098","537","64","4","7,916","7,916","531","495","1,292","1,394","1,208","1,319","975","475","214","13","0","8,542","8,542","535","530","1,431","1,342","1,241","1,368","1,094","623","323","51","4"
"서울특별시 성북구 정릉제1동(1129062000)","18,010","18,010","1,307","1,693","2,229","2,429","3,030","2,861","2,317","1,369","688","86","1","8,618","8,618","681","853","1,107","1,186","1,467","1,376","1,074","584","268","22","0","9,392","9,392","626","840","1,122","1,243","1,563","1,485","1,243","785","420","64","1"
"서울특별시 성북구 정릉제2동(1129063000)","22,814","22,814","1,327","1,756","3,118","3,012","3,362","3,830","3,403","1,960","932","114","0","11,061","11,061","674","925","1,576","1,527","1,690","1,831","1,572","877","361","28","0","11,753","11,753","653","831","1,542","1,485","1,672","1,999","1,831","1,083","571","86","0"
"서울특별시 성북구 정릉제3동(1129064000)","15,322","15,322","515","993","3,288","1,856","1,728","2,302","2,303","1,468","757","109","3","7,641","7,641","272","530","1,842","1,052","850","1,135","1,023","631","281","25","0","7,681","7,681","243","463","1,446","804","878","1,167","1,280","837","476","84","3"
"서울특별시 성북구 정릉제4동(1129065000)","24,532","24,532","1,394","2,028","3,177","2,977","3,902","4,199","3,603","2,111","1,004","133","4","11,771","11,771","732","1,049","1,594","1,481","1,896","2,022","1,632","935","398","32","0","12,761","12,761","662","979","1,583","1,496","2,006","2,177","1,971","1,176","606","101","4"
"서울특별시 성북구 길음제1동(1129066000)","34,952","34,952","3,295","4,915","3,324","4,003","7,456","5,412","3,392","2,102","918","130","5","16,563","16,563","1,690","2,403","1,597","1,808","3,509","2,777","1,512","873","371","23","0","18,389","18,389","1,605","2,512","1,727","2,195","3,947","2,635","1,880","1,229","547","107","5"
"서울특별시 성북구 길음제2동(1129068500)","21,555","21,555","2,100","2,000","2,484","3,072","3,856","3,519","2,574","1,316","550","82","2","10,360","10,360","1,079","1,043","1,167","1,458","1,837","1,752","1,198","603","205","18","0","11,195","11,195","1,021","957","1,317","1,614","2,019","1,767","1,376","713","345","64","2"
"서울특별시 성북구 종암동(1129070500)","38,454","38,454","2,338","3,545","5,546","4,851","6,087","6,309","5,024","2,874","1,630","241","9","19,032","19,032","1,202","1,953","2,927","2,487","2,956","3,156","2,435","1,208","638","66","4","19,422","19,422","1,136","1,592","2,619","2,364","3,131","3,153","2,589","1,666","992","175","5"
"서울특별시 성북구 월곡제1동(1129071500)","26,090","26,090","1,755","2,518","2,912","3,386","4,333","4,296","3,662","2,146","971","111","0","12,586","12,586","879","1,235","1,374","1,678","2,147","2,156","1,736","940","407","34","0","13,504","13,504","876","1,283","1,538","1,708","2,186","2,140","1,926","1,206","564","77","0"
"서울특별시 성북구 월곡제2동(1129072500)","19,292","19,292","913","1,459","3,534","2,614","2,682","2,947","2,704","1,580","773","85","1","9,279","9,279","486","737","1,497","1,368","1,338","1,496","1,320","697","322","18","0","10,013","10,013","427","722","2,037","1,246","1,344","1,451","1,384","883","451","67","1"
"서울특별시 성북구 장위제1동(1129076000)","23,991","23,991","1,645","1,860","3,224","3,304","3,681","4,134","3,515","1,749","794","83","2","11,749","11,749","828","946","1,629","1,727","1,865","2,004","1,662","770","295","23","0","12,242","12,242","817","914","1,595","1,577","1,816","2,130","1,853","979","499","60","2"
